gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,1,-0.5851984004382496,1,0,-1.4720846792650797,-0.848071869846386,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.2064976032430856,1,0,-1.3391527563471122,-0.3543873986885757,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-1.2774445836787656,1,1,0.18956435720951403,-0.9746915688832866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.6666391278783103,1,1,0.8209909910698596,-0.3667405400580294,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,0,0,-1.1960038562387048,1,1,1.0536218561763027,-0.8771899887886698,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,1.4100994218432374,1,1,0.7877580103403677,1.5987324885461218,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,0,0,1.2064976032430856,1,1,-1.4720846792650797,-0.47571289428142455,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,1.002895784642934,1,1,1.3194857020122377,1.606673793712199,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,0,0,-1.2367242199587352,1,1,0.15633137648002218,-0.9411616137376265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.38159658183809786,1,1,0.4221952223159572,-0.22953243413302582,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
0,0,0,1,-0.30015585439803716,0,0,-0.9735899683227015,-0.6332154467419593,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,0,1.6137012404433893,1,1,1.4524176249302052,2.4241870421978313,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,-1.2367242199587352,1,1,0.6548260874224002,-0.946455817181678,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.9924020376385531,1,1,-1.4720846792650797,-0.9438087154596523,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0,0,0,-1.1145631287986442,1,1,-0.47509525738032343,-0.8957197008428504,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0.10704778280226633,0,0,-0.5083282381098153,-0.2551210841126085,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-0.3408762181180675,1,0,-1.3391527563471122,-0.7443937190670425,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,1,1,-1.2367242199587352,1,1,0.2227973379390059,-0.9460146335613404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.6137012404433893,1,1,1.3194857020122377,2.405657330143651,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,0,0,0.35136996512244845,1,1,1.3859516634712215,0.8835738399788201,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
1,0,0,1,-1.1552834925186746,1,0,-0.5083282381098153,-0.9089552094529794,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.2594354906780068,1,0,0.35572926085697343,-0.11526587646557909,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.0331224013585834,1,1,0.987155894717319,-0.7104225803010449,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-1.2774445836787656,1,1,0.1230983957505303,-0.9755739361239618,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.1552834925186746,1,1,-0.20923141154438843,-0.9067492913512911,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,0.6364125111626608,1,0,0.455428203045449,0.6581290099862901,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
1,1,0,0,-1.2367242199587352,1,1,0.9539229139878271,-0.9191024327207449,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,-0.8295205827584317,1,1,0.4886611837749409,-0.5895382683285336,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,1,0,1.125056875803025,1,1,1.4856506056596972,1.8938843305519977,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0,0,0,0.9214550572028734,1,1,-0.17599843081489655,0.3951835722650613,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
1,0,0,0,-1.2774445836787656,0,0,-1.1729878526996527,-0.9927800973171295,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-1.2774445836787656,1,0,-1.4720846792650797,-0.9967507499001681,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.1552834925186746,1,1,0.3889622415864653,-0.8652780310395537,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,0,1,-1.3391527563471122,-0.9949860154188176,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.3920903288424788,1,0,0.05663243429154655,0.21297473706561923,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
0,0,0,0,-1.2774445836787656,1,0,-0.5083282381098153,-0.9839564249103768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,-1.0331224013585834,1,1,0.8209909910698596,-0.7271875578738749,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
1,0,0,0,-1.1960038562387048,1,1,0.28926329939798967,-0.9032198223885901,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,1.6137012404433893,1,1,0.5883601259634165,1.6057914264715238,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
1,0,0,0,-0.7073594915983407,1,1,-0.5083282381098153,-0.6751278906740343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-1.1552834925186746,1,1,0.5218941645044328,-0.8701310508632677,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.8702409464784621,1,0,-1.3059197756176202,-0.8974844353242009,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0,0,0,-1.1145631287986442,1,0,-1.3059197756176202,-0.946455817181678,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,1,0,0,-1.2774445836787656,1,1,-0.30893035373286404,-0.981309323188351,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,1.6137012404433893,1,1,1.518883586389189,2.629778609275168,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,0,0.9214550572028734,1,1,0.4221952223159572,0.876514902053418,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,1,0.3106496014024181,1,1,-1.2726867948881284,-0.5304196632032909,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0,1,0,1.002895784642934,1,0,-1.5053176599945715,-0.5136546856304609,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,1,0.4886611837749409,-0.9707209163002478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-1.2774445836787656,1,1,1.020388875446811,-0.9636619783748457,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-1.2774445836787656,0,0,-1.3059197756176202,-0.99454483179848,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,1,0.7992939660427822,1,1,0.5218941645044328,0.7940135650502808,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,1,0,0,0.35136996512244845,1,1,1.1200878176352864,0.8416613960467451,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,0.43281069256250915,1,1,-0.27569737300337216,0.049295613920357695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,0,1,1,0.5956921474426305,1,0,-1.5053176599945715,-0.6129210002064281,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-1.1960038562387048,1,0,-0.47509525738032343,-0.9451322663206652,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1.369379058123207,1,0,0.4886611837749409,1.2682859569132352,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,0.9214550572028734,1,1,-0.30893035373286404,0.3704772895261539,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
1,0,0,0,-0.13727439951791576,1,0,-1.5053176599945715,-0.7721882871483133,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,1,-0.8295205827584317,1,1,0.6548260874224002,-0.5793910450607681,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,0,1.369379058123207,1,1,1.3527186827417297,2.054475168354896,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,0.10704778280226633,1,1,1.2197867598237622,0.5368035143934412,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.9109613101984924,1,1,0.8209909910698596,-0.602332593318325,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
1,0,1,1,-0.21871512695797646,1,1,0.35572926085697343,-0.15453121867562836,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1.0436161483629645,1,1,1.020388875446811,1.5607906971970855,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
1,0,1,0,0.880734693482843,1,0,1.4856506056596972,1.6900574979560117,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-0.9516816739185228,1,0,-1.5053176599945715,-0.9270437378868223,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-1.2367242199587352,1,0,-1.5053176599945715,-0.9932212809374671,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,0,0,-1.0738427650786138,1,1,0.15633137648002218,-0.8136595474600508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.2594354906780068,1,1,0.8874569525288434,0.03164826910685241,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.9516816739185228,1,0,-1.4720846792650797,-0.9235142689241211,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,-0.9924020376385531,1,1,-0.3421633344623559,-0.8092477112566745,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.8295205827584317,1,1,0.5551271452339247,-0.6032149605590003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-0.7073594915983407,1,1,-0.5083282381098153,-0.7060107440976685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.43281069256250915,1,1,0.5218941645044328,0.57430412212214,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,0.3920903288424788,1,1,1.1865537790942702,0.8571028227585622,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.055833672077855064,1,0,0.023399453562054678,-0.12585428335368226,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1.369379058123207,1,1,0.8542239717993515,1.6106444462952378,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
0,1,0,0,-0.5851984004382496,1,1,0.6880590681518921,-0.3415930736987844,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.4720846792650797,-0.9967507499001681,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,1.1657772395230555,1,1,0.987155894717319,1.4818188291566492,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,-0.9109613101984924,1,0,0.4886611837749409,-0.6539510768978279,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,0,-1.2774445836787656,1,1,0.2227973379390059,-0.9742503852629489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,0,0,-0.5851984004382496,1,1,0.28926329939798967,-0.40600588226807865,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,-0.3408762181180675,1,1,1.3194857020122377,0.11591434059134015,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-1.1960038562387048,1,0,-1.5053176599945715,-0.9817505068086886,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,0.7178532386027215,1,0,-1.4720846792650797,-0.5692438217930026,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0,1,1,-1.2774445836787656,1,0,-0.6744931417572747,-0.986162343012065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,1,-0.3421633344623559,-0.9671914473375468,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,0,0,-0.62591876415828,1,1,-1.5053176599945715,-0.8507189715684119,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,1,1,1.4915401492832983,1,1,1.3527186827417297,2.213742455296781,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,0,1.6137012404433893,1,1,0.7877580103403677,1.7743235694404993,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.1960038562387048,1,1,0.32249628012748155,-0.912925862036018,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0.7178532386027215,1,1,0.35572926085697343,0.6806293746235093,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0,0,0,0.8400143297628127,1,0,-1.4720846792650797,-0.5432139881930823,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,1.0436161483629645,1,1,1.4856506056596972,1.8149124625115616,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
1,0,0,0,0.5549717837226001,0,1,-1.139754871970161,-0.3486520116241865,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,0,1.6137012404433893,1,1,1.5853495478481727,2.550806741234732,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
0,1,0,0,-1.2774445836787656,1,1,0.32249628012748155,-0.972926834401936,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.0738427650786138,1,1,0.987155894717319,-0.7770413069720273,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,0,1,0,1.6137012404433893,1,0,0.455428203045449,1.5369667816988533,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-1.1552834925186746,1,1,-0.30893035373286404,-0.9005727206665644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,0,1,1,0.7992939660427822,1,0,-1.5053176599945715,-0.5507141097388221,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-1.318164947398796,1,0,-1.3059197756176202,-1.0055744223069207,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-1.2367242199587352,1,0,-1.4720846792650797,-0.9905741792154412,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1.3286586944031769,1,0,-1.5053176599945715,-0.423653227081584,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,1,1,0,0.43281069256250915,1,1,1.2197867598237622,0.930339303734609,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-1.1552834925186746,1,1,1.1865537790942702,-0.8202773017651153,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,1,1,0,-0.30015585439803716,1,1,0.8209909910698596,-0.04511768083189559,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
0,0,1,0,0.758573602322752,1,1,0.455428203045449,0.7371008780267262,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-0.8295205827584317,1,0,0.32249628012748155,-0.6407155682876989,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,1.002895784642934,1,1,0.18956435720951403,0.7207770840742338,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,-0.3408762181180675,1,0,-1.5053176599945715,-0.7704235526669628,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1.2879383306831464,1,0,-0.20923141154438843,0.6515112556812256,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,-1.1552834925186746,1,1,1.3527186827417297,-0.8101300784973497,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,0,0,0,-0.2594354906780068,1,1,1.1865537790942702,0.14106180695058518,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.7073594915983407,1,0,-1.4720846792650797,-0.8802782741310332,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,1,1,0,1.2879383306831464,1,0,-1.3059197756176202,-0.23791492291944083,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,1,0,0.14776814652229667,1,1,1.0536218561763027,0.5103324971731833,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,0,-0.21871512695797646,1,0,1.020388875446811,0.08061965096432958,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
1,1,1,0,-1.2774445836787656,1,0,0.18956435720951403,-0.9746915688832866,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.10704778280226633,1,1,0.6880590681518921,0.3665066369431152,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,0,0,-1.1552834925186746,1,1,0.28926329939798967,-0.8820430086123837,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.9924020376385531,1,1,-0.6412601610277828,-0.8242479543481539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.9109613101984924,1,1,-1.4720846792650797,-0.9182200654800696,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0
0,0,0,0,-1.2367242199587352,1,0,-0.5083282381098153,-0.9601325094121447,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.0436161483629645,1,1,1.4856506056596972,1.7050577410474912,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,0,1,0,0.758573602322752,1,1,0.6215931066929083,0.7984254012536571,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,1,1,0.5549717837226001,1,1,-1.5053176599945715,-0.6243917743352065,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-1.2774445836787656,1,1,-1.5053176599945715,-0.9971919335205057,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.5549717837226001,1,0,0.2560303186684978,0.4278311601700461,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0.7178532386027215,1,1,1.4856506056596972,1.379023045617981,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
1,0,1,1,0.8400143297628127,1,0,0.023399453562054678,0.47812609288853614,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,0,1,0,1.1657772395230555,1,1,1.6518155093071565,2.1409471579410715,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.1145631287986442,1,0,-1.4720846792650797,-0.9645443456155209,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,0.5956921474426305,1,1,0.721292048881384,0.820043398650201,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0,0,0,0.880734693482843,1,1,0.987155894717319,1.2537268974420934,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
1,0,0,1,-0.5444780367182193,0,1,-1.3059197756176202,-0.7558644931958209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,1,-0.2594354906780068,1,1,1.3527186827417297,0.19223910690975052,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
1,0,1,1,1.5322605130033284,1,0,-1.3059197756176202,-0.21938521086526028,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,0,-0.62591876415828,1,1,1.253019740553254,-0.23703255567876558,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.0965540357978854,1,1,1.1865537790942702,0.31047631716023594,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,1,-1.2774445836787656,1,0,-1.3391527563471122,-0.9949860154188176,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,1,-0.5444780367182193,1,0,-1.3059197756176202,-0.7916003664431692,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,-0.2594354906780068,1,1,0.28926329939798967,-0.16511962556373153,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
0,0,1,1,-0.46303730927815856,1,1,0.32249628012748155,-0.3151220564785265,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0.7178532386027215,1,1,1.1200878176352864,1.1376956052932963,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
0,0,1,0,1.4508197855632678,0,1,-0.3421633344623559,0.6369521962100837,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.1960038562387048,1,1,1.2197867598237622,-0.8741017034463063,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,1,1,-0.9516816739185228,1,0,1.286252721282746,-0.5776263105794176,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,1,1,0.758573602322752,0,0,-1.0068229490521934,-0.21938521086526028,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,-0.9516816739185228,1,1,-0.7077261224867666,-0.8268950560701798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,0.35136996512244845,1,1,1.552116567118681,0.9947521123039034,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
1,0,0,0,-0.4223169455581282,1,1,1.1865537790942702,0.059884020808460864,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,1,1,-0.46303730927815856,0,1,-0.30893035373286404,-0.4951249735762804,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
1,0,1,1,1.5729808767233588,1,1,1.7182814707661402,2.654926075634413,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,-1.2774445836787656,1,0,-0.6412601610277828,-0.9857211593917273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.2594354906780068,1,1,0.5883601259634165,-0.08658894114363301,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0
1,0,1,0,1.5729808767233588,1,0,0.023399453562054678,1.0596061044935352,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,-1.1552834925186746,1,1,-0.6744931417572747,-0.9279261051274975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-0.8295205827584317,1,1,0.4886611837749409,-0.563949618348951,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,-0.5851984004382496,1,1,0.7877580103403677,-0.30232773148873515,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
